fips,average_20,complete_20,average_48,complete_48,average_50,complete_50,average_75,complete_75
US26091,18,0,1,10,1,10,51,11
US26093,18,0,1,24,1,24,19,24
US26095,18,3,1,40,1,40,19,67
US26097,18,3,1,4,1,0,19,5
US26099,18,0,1,24,1,24,19,24
US26101,18,3,1,12,1,12,19,56
US26103,18,3,1,40,1,40,19,67
US26105,18,3,1,18,1,18,19,62
US26107,18,3,1,18,1,18,19,62
US26109,10,3,27,4,27,0,27,3
US26111,18,0,1,24,1,24,19,24
US26113,18,3,1,12,1,12,19,56
US26115,13,0,24,10,11,10,63,11
US26117,18,0,1,24,1,24,19,24
US26119,2,3,9,12,9,12,23,56
US26121,18,3,1,18,1,18,19,62
US26123,18,3,1,18,1,18,19,62
US26125,18,0,1,24,1,24,19,24
US26127,2,3,42,18,42,18,42,62
US26129,2,3,9,4,9,0,23,3
US26131,2,3,9,4,9,0,70,5
US26133,18,3,1,18,1,18,19,62
US26135,2,3,9,4,9,0,23,3
US26137,18,3,1,12,1,12,19,56
US26139,18,0,1,24,1,24,19,24
US26141,2,3,9,4,9,0,23,5
US26143,18,3,1,12,1,12,19,56
US26145,18,0,1,24,1,24,19,24
US26147,18,0,1,24,1,24,19,24
US26149,18,0,1,44,1,44,51,44
US26151,18,0,1,24,1,24,19,24
US26153,18,3,1,40,1,40,19,67
US26155,18,0,1,24,1,24,19,24
US26157,18,0,1,24,1,24,19,24
US26159,18,0,1,44,1,44,19,44
US26161,18,0,1,24,1,24,19,24
US26163,18,0,1,24,1,24,19,24
US26165,18,3,1,12,1,12,19,56
US27001,2,3,9,4,9,0,23,5
US27003,0,4,45,28,45,28,22,6
US27005,0,4,6,28,6,28,32,6
US27007,0,4,45,28,45,28,22,6
US27009,0,4,45,28,45,28,22,6
US27011,2,3,9,4,9,0,23,3
US27013,0,4,45,28,45,28,22,6
US27015,0,4,45,28,45,28,22,6
US27017,0,4,45,28,45,28,22,6
US27019,0,4,45,28,45,28,22,6
US27021,0,4,45,28,45,28,22,6
US27023,2,3,9,4,9,0,23,5
US27025,0,4,45,28,45,28,22,6
US27027,0,4,6,28,6,28,32,6
US27029,0,3,6,4,6,0,32,5
US27031,0,4,45,28,45,28,22,6
US27033,0,3,45,4,45,0,22,5
US27035,0,4,45,28,45,28,22,6
US27037,0,4,45,28,45,28,22,6
US27039,0,4,45,28,45,28,22,6
US27041,2,3,9,4,9,0,23,3
US27043,2,3,9,4,9,0,23,5
US27045,0,4,45,20,45,4,22,9
US27047,0,4,45,28,45,28,22,6
US27049,0,4,45,28,45,28,22,6
US27051,2,3,9,4,9,0,23,3
US27053,0,4,45,28,45,28,22,6
US27055,0,4,45,20,45,4,22,9
US27057,0,3,6,4,6,0,32,5
US27059,0,3,45,22,45,22,22,0
US27061,0,4,45,28,45,28,22,6
US27063,0,3,45,4,45,0,22,5
US27065,0,3,45,22,45,22,22,0
US27067,0,4,45,28,45,28,22,6
US27069,2,3,9,4,9,0,23,3
US27071,9,3,31,4,31,0,3,3
US27073,2,3,9,4,9,0,23,5
US27075,0,4,45,28,45,28,22,6
US27077,2,3,9,4,9,0,23,3
US27079,0,4,45,28,45,28,22,6
US27081,2,3,9,4,9,0,23,5
US27083,0,4,45,28,45,28,22,6
US27085,0,4,45,28,45,28,22,6
US27087,2,3,9,4,9,0,23,5
US27089,2,3,9,4,9,0,23,3
US27091,0,3,45,4,45,0,22,5
US27093,0,4,45,28,45,28,22,6
US27095,0,3,45,22,45,22,22,0
US27097,0,4,45,28,45,28,22,6
US27099,0,4,45,28,45,28,22,6
US27101,2,3,9,4,9,0,23,5
US27103,0,4,45,28,45,28,22,6
US27105,0,3,45,4,45,0,22,5
US27107,2,3,9,22,9,22,23,0
US27109,0,4,45,28,45,28,22,6
US27111,0,4,6,28,6,28,32,6
US27113,2,3,9,4,9,0,23,5
US27115,0,4,45,28,45,28,22,6
US27117,0,4,45,28,45,28,22,6
US27119,0,4,6,28,6,28,32,6
US27121,2,3,9,4,9,0,23,3
US27123,0,4,45,28,45,28,22,6
US27125,2,3,9,4,9,0,23,5
US27127,0,3,45,23,45,23,22,32
US27129,0,3,45,23,45,23,22,32
US27131,0,4,45,28,45,28,22,6
US27133,0,4,45,28,45,28,22,6
US27135,2,3,9,4,9,0,23,3
US27137,0,4,45,28,45,28,22,6
US27139,0,4,45,28,45,28,22,6
US27141,0,4,45,28,45,28,22,6
US27143,0,3,45,23,45,23,22,32
US27145,0,4,45,28,45,28,22,6
US27147,0,4,45,28,45,28,22,6
US27149,2,3,9,4,9,0,23,3
US27151,2,3,9,4,9,0,23,5
US27153,0,4,45,28,45,28,22,6
US27155,0,3,6,22,6,22,36,0
US27157,0,4,45,28,45,28,22,6
US27159,0,3,6,4,6,0,32,5
US27161,0,4,45,28,45,28,22,6
US27163,0,4,45,28,45,28,22,6
US27165,0,3,45,23,45,23,22,32
US27167,0,4,6,28,6,28,32,6
US27169,0,4,45,20,45,4,22,9
US27171,0,4,45,28,45,28,22,6
US27173,2,3,9,4,9,0,23,5
US28001,6,18,7,46,7,46,38,46
US28003,6,18,34,46,34,46,69,46
US28005,2,3,9,4,9,0,23,5
US28007,6,3,34,4,34,0,69,5
US28009,2,3,9,22,9,22,23,0
US28011,6,3,34,18,34,18,69,23
US28013,6,3,34,22,34,22,69,0
US28015,6,3,34,22,34,22,69,0
US28017,6,3,34,22,34,22,69,0
US28019,2,3,9,4,9,0,23,3
US28021,6,18,7,46,7,46,38,46
US28023,2,3,9,4,9,0,23,5
US28025,6,18,34,46,34,46,69,46
US28027,6,3,34,18,34,18,69,23
US28029,6,18,7,46,7,46,38,46
US28031,2,3,9,40,9,40,23,67
US28033,6,1,34,6,34,6,69,47
US28035,6,18,7,46,7,46,38,46
US28037,2,3,9,4,9,0,23,3
US28039,2,3,9,22,9,22,23,0
US28041,2,3,9,22,9,22,23,0
US28043,6,18,34,46,34,46,69,46
US28045,6,18,7,16,7,16,38,16
US28047,6,12,7,19,7,19,38,65
US28049,6,18,34,46,34,46,69,46
US28051,6,3,34,4,34,0,69,5
US28053,6,3,34,18,34,18,69,23
US28055,10,3,19,40,19,40,67,71
US28057,6,18,34,46,34,46,69,46
US28059,6,12,7,19,7,19,38,65
US28061,2,3,9,4,9,0,23,5
US28063,6,18,7,46,7,46,38,46
US28065,2,3,9,4,9,0,23,3
US28067,6,18,7,46,7,46,38,46
US28069,2,3,9,4,9,0,23,5
US28071,6,18,34,46,34,46,69,46
US28073,6,18,7,46,7,46,38,46
US28075,6,18,34,46,34,46,69,46
US28077,2,3,9,4,9,0,23,5
US28079,6,18,34,46,34,46,69,46
US28081,6,18,34,46,34,46,69,46
US28083,6,3,34,18,34,18,69,23
US28085,6,18,7,46,7,46,38,46
US28087,6,18,34,46,34,46,69,46
US28089,6,18,34,46,34,46,69,46
US28091,6,18,7,46,7,46,38,46
US28093,6,1,34,6,34,6,69,47
US28095,6,18,34,46,34,46,69,46
US28097,6,3,34,22,34,22,69,0
US28099,6,18,34,46,34,46,69,46
US28101,6,18,34,46,34,46,69,46
US28103,6,18,34,46,34,46,69,46
US28105,6,18,34,46,34,46,69,46
US28107,6,1,34,6,34,6,69,47
US28109,6,18,7,16,7,16,38,16
US28111,2,3,9,22,9,22,23,0
US28113,6,18,7,46,7,46,38,46
US28115,6,18,34,46,34,46,69,46
US28117,6,18,34,46,34,46,69,46
US28119,6,3,34,18,34,18,69,23
US28121,6,18,34,46,34,46,69,46
US28123,6,18,34,46,34,46,69,46
US28125,2,3,9,4,9,0,23,3
US28127,6,18,7,46,7,46,38,46
US28129,2,3,9,40,9,40,23,67
US28131,2,3,9,22,9,22,23,0
US28133,6,3,34,18,34,18,69,23
US28135,6,18,34,46,34,46,69,46
US28137,6,1,34,6,34,6,69,47
US28139,6,18,34,46,34,46,69,46
US28141,2,3,9,4,9,0,23,3
US28143,6,3,34,18,34,18,69,23
US28145,6,18,34,46,34,46,69,46
US28147,2,3,9,4,9,0,23,5
US28149,6,18,7,46,7,46,38,46
US28151,6,3,34,18,34,18,69,23
US28153,2,3,9,40,9,40,23,67
US28155,6,3,34,22,34,22,69,0
US28157,2,3,9,4,9,0,23,5
US28159,6,18,34,46,34,46,69,46
US28161,6,18,34,46,34,46,69,46
US28163,6,3,34,18,34,18,69,23
US29001,9,3,32,4,32,0,1,3
US29003,9,10,32,9,32,1,1,2
US29005,2,3,9,4,9,0,23,3
US29007,9,10,32,9,32,1,1,2
US29009,8,10,4,9,4,1,53,2
US29011,2,3,9,4,9,0,23,3
US29013,2,3,9,4,9,0,23,3
US29015,2,3,9,4,9,0,23,5
US29017,2,3,9,4,9,0,23,3
US29019,9,10,32,9,32,1,1,2
US29021,9,10,32,9,32,1,1,2
US29023,2,1,9,14,9,14,17,14
US29025,2,3,9,4,9,0,23,3
US29027,9,10,32,9,32,1,1,2
US29029,9,1,32,14,32,14,1,14
US29031,2,1,9,14,9,14,17,14
US29033,9,10,32,9,32,1,1,2
US29035,2,3,9,4,9,0,23,5
US29037,9,10,31,33,31,33,3,33
US29039,2,3,9,4,9,0,23,3
US29041,2,3,9,4,9,0,23,5
US29043,8,10,4,9,4,1,53,2
US29045,2,3,9,22,9,22,23,0
US29047,9,10,31,33,31,33,3,33
US29049,9,10,32,9,32,1,1,2
US29051,9,10,32,9,32,1,1,2
US29053,9,10,32,9,32,1,1,2
US29055,9,1,32,14,32,14,1,14
US29057,2,3,9,4,9,0,23,3
US29059,2,3,9,40,9,40,23,67
US29061,2,3,9,4,9,0,23,5
US29063,9,10,32,9,32,1,1,2
US29065,2,3,9,4,9,0,23,5
US29067,2,3,9,4,9,0,23,3
US29069,2,3,9,4,9,0,17,5
US29071,9,1,32,14,32,14,1,14
US29073,9,1,32,14,32,14,1,14
US29075,2,3,9,4,9,0,23,5
US29077,8,10,4,9,4,1,53,2
US29079,9,10,32,9,32,1,1,2
US29081,2,3,9,4,9,0,23,5
US29083,2,3,9,4,9,0,23,5
US29085,2,3,9,40,9,40,23,67
US29087,2,3,9,40,9,40,23,67
US29089,9,10,32,9,32,1,1,2
US29091,2,3,9,40,9,40,23,67
US29093,2,3,9,4,9,0,55,5
US29095,9,10,31,33,31,33,3,33
US29097,8,10,4,36,4,36,53,17
US29099,9,1,32,14,32,14,1,14
US29101,9,10,32,9,32,1,1,2
US29103,2,3,9,4,9,0,23,3
US29105,9,1,32,14,32,14,1,14
US29107,9,10,32,9,32,1,1,2
US29109,8,10,4,9,4,1,53,2
US29111,9,3,32,23,32,23,1,32
US29113,9,1,32,14,32,14,1,14
US29115,9,3,32,4,32,0,1,3
US29117,9,10,32,9,32,1,1,2
US29119,8,3,4,4,4,0,53,5
US29121,9,3,32,4,32,0,1,3
US29123,2,1,9,14,9,14,55,14
US29125,2,3,9,40,9,40,23,67
US29127,9,3,32,23,32,23,1,32
US29129,2,3,9,4,9,0,23,3
US29131,9,1,32,14,32,14,1,14
US29133,2,3,9,4,9,0,17,5
US29135,9,10,32,9,32,1,1,2
US29137,2,3,9,4,9,0,23,3
US29139,9,10,32,9,32,1,1,2
US29141,9,1,32,14,32,14,1,14
US29143,2,3,9,4,9,0,17,5
US29145,8,10,4,36,4,36,53,17
US29147,9,10,32,9,32,1,1,2
US29149,2,3,9,40,9,40,23,67
US29151,2,3,9,40,9,40,23,67
US29153,2,3,9,4,9,0,23,5
US29155,2,3,9,4,9,0,17,5
US29157,2,1,9,14,9,14,55,14
US29159,9,10,32,9,32,1,1,2
US29161,9,1,32,14,32,14,1,14
US29163,9,1,32,14,32,14,1,14
US29165,9,10,31,33,31,33,3,33
US29167,2,3,9,40,9,40,23,67
US29169,9,1,32,14,32,14,1,14
US29171,2,3,9,4,9,0,23,3
US29173,2,3,9,4,9,0,23,3
US29175,9,10,32,9,32,1,1,2
US29177,2,10,9,9,9,1,23,2
US29179,2,3,9,4,9,0,55,5
US29181,2,3,9,4,9,0,23,5
US29183,9,1,32,14,32,14,1,14
US29185,2,3,9,4,9,0,23,5
US29186,2,1,9,14,9,14,55,14
US29187,2,1,9,14,9,14,55,14
US29189,9,1,32,14,32,14,1,14
US29195,9,10,32,9,32,1,1,2
US29197,2,3,9,23,9,23,23,32
US29199,2,3,9,4,9,0,23,3
US29201,2,1,9,14,9,14,17,14
US29203,2,3,9,40,9,40,23,67
US29205,2,3,9,4,9,0,23,3
US29207,2,1,9,14,9,14,17,14
US29209,8,10,4,9,4,1,53,2
US29211,2,3,9,4,9,0,23,3
US29213,8,10,4,9,4,1,53,2
US29215,2,3,9,4,9,0,23,3
US29217,2,3,9,4,9,0,23,3
US29219,9,1,32,14,32,14,1,14
US29221,2,3,9,4,9,0,23,5
US29223,2,3,9,4,9,0,23,3
US29225,8,10,4,9,4,1,53,2
US29227,2,3,9,4,9,0,23,5
US29229,2,3,9,4,9,0,23,3
US29510,9,1,32,14,32,14,1,14
US30001,3,13,46,5,46,5,4,21
US30003,3,3,46,23,46,23,4,15
US30005,2,3,9,22,9,22,23,0
US30007,3,3,46,4,46,0,4,3
US30009,3,3,46,23,46,23,4,15
US30011,2,3,9,4,9,0,23,5
US30013,3,13,46,5,46,5,4,21
US30015,2,3,9,22,9,22,23,0
US30017,3,13,46,5,46,5,4,21
US30019,2,3,9,4,9,0,23,5
US30021,3,13,46,5,46,5,4,21
US30023,3,13,46,5,46,5,4,21
US30025,2,3,9,4,9,0,23,5
US30027,3,13,46,5,46,5,4,21
US30029,3,13,46,5,46,5,4,21
US30031,3,13,46,5,46,5,4,21
US30033,2,3,9,4,9,0,23,3
US30035,3,13,46,5,46,5,4,21
US30037,2,3,9,4,9,0,23,3
US30039,2,3,9,4,9,0,23,3
US30041,3,13,46,5,46,5,4,21
US30043,2,3,9,4,9,0,23,5
US30045,3,13,46,5,46,5,4,21
US30047,3,13,46,5,46,5,4,21
US30049,3,13,46,5,46,5,4,21
US30051,2,3,9,22,9,22,23,0
US30053,2,3,9,4,9,0,23,5
US30055,2,3,9,4,9,0,23,5
US30057,3,3,46,4,46,0,4,3
US30059,2,3,9,4,9,0,23,3
US30061,2,3,9,4,9,0,23,5
US30063,3,13,46,5,46,5,4,21
US30065,2,3,9,4,9,0,23,3
US30067,3,13,46,5,46,5,4,21
US30069,2,3,9,4,9,0,23,5
US30071,2,3,9,22,9,22,23,0
US30073,2,3,9,4,9,0,23,5
US30075,2,3,9,4,9,0,23,5
US30077,3,3,46,4,46,0,4,3
US30079,2,3,9,4,9,0,23,5
US30081,3,13,46,5,46,5,4,21
US30083,3,13,46,5,46,5,4,21
US30085,2,3,9,4,9,0,23,5
US30087,2,3,9,22,9,22,23,0
US30089,2,3,9,4,9,0,23,3
US30091,2,3,9,22,9,22,23,0
US30093,3,13,46,5,46,5,4,21
US30095,3,3,46,23,46,23,4,15
US30097,2,3,9,4,9,0,23,3
US30099,2,3,9,4,9,0,23,5
US30101,2,3,9,4,9,0,23,5
US30103,2,3,9,22,9,22,23,0
US30105,2,3,9,4,9,0,23,5
US30107,2,3,9,4,9,0,23,5
US30109,2,3,9,22,9,22,23,0
US30111,3,3,46,23,46,23,4,15
US31001,0,4,13,20,13,4,13,53
US31003,2,3,9,18,9,18,23,62
US31007,2,3,9,4,9,0,23,5
US31009,2,3,9,4,9,0,23,5
US31011,2,3,9,4,9,0,23,5
US31013,0,15,13,32,13,32,13,66
US31015,2,3,9,22,9,22,23,0
US31017,2,3,9,4,9,0,23,5
US31019,0,4,13,20,13,4,13,53
US31021,2,3,9,4,9,0,23,3
US31023,0,4,13,20,13,4,13,53
US31025,0,4,13,20,13,4,13,53
US31027,2,3,9,40,9,40,23,67
US31029,2,3,9,4,9,0,23,5
US31031,2,3,9,22,9,22,23,0
US31033,0,3,13,4,13,0,13,3
US31035,2,3,9,4,9,0,23,5
US31037,0,4,13,20,13,4,13,53
US31039,0,4,13,20,13,4,13,53
US31041,0,4,13,20,13,4,13,53
US31043,0,4,13,20,13,4,13,9
US31045,0,15,13,32,13,32,13,66
US31047,0,4,13,20,13,4,13,53
US31049,2,3,9,22,9,22,23,0
US31051,2,3,9,4,9,0,23,3
US31053,0,4,13,20,13,4,13,53
US31055,0,4,13,20,13,4,13,53
US31057,2,3,9,22,9,22,23,0
US31059,2,3,9,4,9,0,23,3
US31061,2,3,9,4,9,0,23,5
US31063,2,3,9,4,9,0,23,3
US31065,2,3,9,22,9,22,23,0
US31067,0,3,13,22,13,22,13,0
US31069,2,3,9,4,9,0,23,5
US31071,2,3,9,4,9,0,23,3
US31073,2,3,9,4,9,0,23,5
US31075,2,3,9,22,9,22,23,0
US31077,2,3,9,18,9,18,23,62
US31079,0,4,13,20,13,4,13,53
US31081,0,4,13,20,13,4,13,53
US31083,2,3,9,4,9,0,23,5
US31085,2,3,14,22,14,22,2,0
US31087,2,3,9,22,9,22,23,0
US31089,2,3,9,18,9,18,23,62
US31091,2,3,9,4,9,0,23,3
US31093,2,3,9,4,9,0,23,5
US31095,0,3,13,22,13,22,13,0
US31097,2,3,9,4,9,0,23,5
US31099,2,3,9,4,9,0,23,5
US31101,0,3,13,4,13,0,13,3
US31103,2,3,9,4,9,0,23,3
US31105,0,3,13,4,13,0,13,3
US31107,2,3,9,4,9,0,23,5
US31109,0,4,13,20,13,4,13,53
US31111,0,4,13,20,13,4,13,53
US31113,2,3,9,4,9,0,23,5
US31115,2,3,9,4,9,0,23,3
US31119,0,4,13,20,13,4,13,53
US31121,0,4,13,20,13,4,13,53
US31123,2,3,9,4,9,0,23,5
US31125,2,3,9,4,9,0,23,5
US31127,2,3,9,22,9,22,23,0
US31129,2,3,9,4,9,0,23,3
US31131,2,3,9,22,9,22,23,0
US31133,2,3,9,4,9,0,23,5
US31135,2,3,9,4,9,0,23,5
US31137,2,3,9,4,9,0,23,5
US31139,2,3,9,22,9,22,23,0
US31141,0,4,13,20,13,4,13,53
US31143,2,3,9,4,9,0,23,3
US31145,2,3,9,22,9,22,23,0
US31147,2,3,9,4,9,0,23,5
US31149,2,3,9,22,9,22,23,0
US31151,0,3,13,22,13,22,13,0
US31153,0,4,13,20,13,4,13,53
US31155,0,4,13,20,13,4,13,53
US31157,0,15,13,32,13,32,13,66
US31159,0,4,13,20,13,4,13,53
US31161,2,3,9,4,9,0,23,5
US31163,2,3,9,4,9,0,23,3
US31165,2,3,9,22,9,22,23,0
US31167,0,4,13,20,13,4,13,53
US31169,2,3,9,4,9,0,23,5
US31171,2,3,9,22,9,22,23,0
US31173,2,3,9,18,9,18,23,62
US31175,2,3,9,4,9,0,23,5
US31177,0,4,13,20,13,4,13,53
US31179,0,4,13,20,13,4,13,53
US31181,2,3,9,4,9,0,23,3
US31183,2,3,9,4,9,0,23,3
US31185,0,4,13,20,13,4,13,53
US32001,17,5,17,37,17,37,60,13
US32003,17,5,17,37,17,37,54,69
US32005,17,5,17,37,17,37,54,13
US32007,17,13,17,5,17,5,60,68
US32009,17,13,17,5,17,5,60,68
US32011,17,13,17,5,17,5,60,68
US32013,17,13,17,5,17,5,60,68
US32015,17,13,17,5,17,5,60,68
US32017,17,13,17,5,17,5,60,68
US32019,17,5,17,37,17,37,60,13
US32021,17,13,17,5,17,5,60,68
US32023,17,13,17,5,17,5,60,68
US32027,17,13,17,5,17,5,60,68
US32029,17,5,17,37,17,37,60,13
US32031,17,5,17,37,17,37,60,13
US32033,17,13,17,5,17,5,60,68
US32510,17,5,17,37,17,37,60,13
US33001,1,19,22,42,22,42,47,42
US33003,1,19,22,42,22,42,47,42
US33005,1,19,22,42,22,42,47,42
US33007,1,19,22,42,22,42,47,42
US33009,1,19,22,42,22,42,47,42
US33011,1,19,22,42,22,42,47,42
US33013,1,19,22,42,22,42,47,42
US33015,1,19,22,42,22,42,47,42
US33017,1,19,22,42,22,42,47,42
US33019,1,19,22,42,22,42,47,42
US34001,1,8,41,34,41,34,41,70
US34003,1,8,41,34,41,34,41,70
US34005,1,8,41,34,41,34,41,70
US34007,1,8,41,34,41,34,41,70
US34009,1,8,41,34,41,34,41,70
US34011,1,8,41,34,41,34,41,70
US34013,1,8,41,34,41,34,41,70
US34015,1,8,41,34,41,34,41,70
US34017,1,8,41,34,41,34,41,70
US34019,1,8,41,34,41,34,41,70
US34021,1,8,41,34,41,34,41,70
US34023,1,8,41,34,41,34,41,70
US34025,1,8,41,34,41,34,41,70
US34027,1,8,41,34,41,34,41,70
US34029,1,8,41,34,41,34,41,70
US34031,1,8,41,34,41,34,41,70
US34033,1,8,41,34,41,34,41,70
US34035,1,8,41,34,41,34,41,70
US34037,1,8,41,34,41,34,41,70
US34039,1,8,41,34,41,34,41,70
US34041,1,8,41,34,41,34,41,70
US35001,7,2,15,25,15,25,0,25
US35003,2,3,9,22,9,22,23,0
US35005,7,2,15,25,15,25,0,25
US35006,7,2,15,25,15,25,0,25
US35007,2,3,9,23,9,23,23,15
US35009,7,2,15,25,15,25,0,25
US35011,2,11,9,1,9,20,23,61
US35013,7,2,15,25,15,25,0,25
US35015,7,2,15,25,15,25,0,25
US35017,7,2,15,25,15,25,0,25
US35019,7,3,15,23,15,23,0,15
US35021,3,3,46,23,46,23,4,15
US35023,5,11,37,1,37,20,8,61
US35025,5,3,37,40,37,40,8,71
US35027,7,2,15,25,15,25,0,25
US35028,7,2,15,25,15,25,0,25
US35029,7,2,15,25,15,25,0,25
US35031,7,2,15,25,15,25,0,25
US35033,2,3,9,4,9,0,23,5
US35035,7,2,15,25,15,25,0,25
US35037,7,3,15,23,15,23,0,15
US35039,7,2,15,25,15,25,0,25
US35041,7,2,15,25,15,25,0,25
US35043,7,2,15,25,15,25,0,25
US35045,7,2,15,25,15,25,0,25
US35047,7,2,15,25,15,25,0,25
US35049,7,2,15,25,15,25,0,25
US35051,7,2,15,25,15,25,0,25
US35053,7,2,15,25,15,25,0,25
US35055,7,2,15,25,15,25,0,25
US35057,7,3,15,23,15,23,0,15
US35059,2,3,9,23,9,23,23,15
US35061,7,2,15,25,15,25,0,25
US36001,1,8,35,11,35,11,35,31
US36003,1,8,35,11,35,11,35,39
US36005,1,8,41,34,41,34,41,70
US36007,1,8,35,11,35,11,35,39
US36009,1,8,35,11,35,11,35,39
US36011,1,8,35,11,35,11,35,31
US36013,1,8,35,11,35,11,35,39
US36015,1,8,35,11,35,11,35,39
US36017,1,8,35,11,35,11,35,39
US36019,1,8,35,11,35,11,35,31
US36021,1,8,35,34,35,34,35,70
US36023,1,8,35,11,35,11,35,39
US36025,1,8,35,11,35,11,35,39
US36027,1,8,41,34,41,34,41,70
US36029,1,8,35,11,35,11,35,39
US36031,1,8,35,11,35,11,35,31
US36033,1,8,35,11,35,11,35,31
US36035,1,8,35,11,35,11,35,31
US36037,1,8,35,11,35,11,35,39
US36039,1,8,35,34,35,34,35,70
US36041,1,8,35,11,35,11,35,31
US36043,1,8,35,11,35,11,35,31
US36045,1,8,35,11,35,11,35,31
US36047,1,8,41,34,41,34,41,70
US36049,1,8,35,11,35,11,35,31
US36051,1,8,35,11,35,11,35,39
US36053,1,8,35,11,35,11,35,31
US36055,1,8,35,11,35,11,35,31
US36057,1,8,35,11,35,11,35,31
US36059,1,8,41,34,41,34,41,70
US36061,1,8,41,34,41,34,41,70
US36063,1,8,35,11,35,11,35,39
US36065,1,8,35,11,35,11,35,31
US36067,1,8,35,11,35,11,35,31
US36069,1,8,35,11,35,11,35,31
US36071,1,8,41,34,41,34,41,70
US36073,1,3,35,23,35,23,35,15
US36075,1,8,35,11,35,11,35,31
US36077,1,8,35,11,35,11,35,39
US36079,1,8,41,34,41,34,41,70
US36081,1,8,41,34,41,34,41,70
US36083,1,8,35,11,35,11,35,31
US36085,1,8,41,34,41,34,41,70
US36087,1,8,41,34,41,34,41,70
US36089,1,8,35,11,35,11,35,31
US36091,1,8,35,11,35,11,35,31
US36093,1,8,35,11,35,11,35,31
US36095,1,8,35,11,35,11,35,31
US36097,1,8,35,11,35,11,35,39
US36099,1,8,35,11,35,11,35,31
US36101,1,8,35,11,35,11,35,39
US36103,1,8,41,34,41,34,41,70
US36105,1,8,41,34,41,34,41,70
US36107,1,8,35,11,35,11,35,39
US36109,1,8,35,11,35,11,35,39
US36111,1,8,41,34,41,34,41,70
US36113,1,8,35,11,35,11,35,31
US36115,1,8,35,11,35,11,35,31
US36117,1,8,35,11,35,11,35,31
US36119,1,8,41,34,41,34,41,70
US36121,1,8,35,11,35,11,35,39
US36123,1,8,35,11,35,11,35,39
US37001,19,7,18,2,18,2,33,52
US37003,19,7,18,13,18,13,33,45
US37005,2,7,9,13,9,13,23,45
US37007,19,3,18,40,18,40,21,71
US37009,19,7,18,13,18,13,33,45
US37011,19,7,18,13,18,13,33,45
US37013,19,7,44,2,44,2,44,36
US37015,19,7,44,2,44,2,44,36
US37017,19,7,18,2,18,2,21,36
US37019,19,7,18,2,18,2,21,36
US37021,19,7,18,13,18,13,33,45
US37023,19,7,18,13,18,13,33,45
US37025,19,7,18,2,18,2,33,52
US37027,19,7,18,13,18,13,33,45
US37029,2,3,9,22,9,22,23,0
US37031,19,7,18,2,18,2,21,36
