fips,average_20,complete_20,average_48,complete_48,average_50,complete_50,average_75,complete_75
US37033,2,3,3,4,3,0,46,50
US37035,19,7,18,13,18,13,33,45
US37037,19,7,18,2,18,2,21,52
US37039,4,3,5,4,0,0,5,3
US37041,19,3,44,22,44,22,44,0
US37043,4,3,5,4,0,0,5,3
US37045,19,7,18,2,18,2,33,52
US37047,19,7,18,2,18,2,21,36
US37049,19,7,18,2,18,2,21,36
US37051,19,7,18,2,18,2,21,52
US37053,15,9,38,47,38,47,18,7
US37055,15,9,38,47,38,47,18,7
US37057,19,7,18,2,18,2,33,60
US37059,19,3,18,18,18,18,33,23
US37061,19,7,18,2,18,2,21,36
US37063,19,7,18,2,18,2,33,52
US37065,19,7,44,2,44,2,44,36
US37067,19,7,18,2,18,2,33,60
US37069,19,7,18,2,18,2,21,52
US37071,19,7,18,2,18,2,33,52
US37073,19,3,44,4,44,0,44,3
US37075,4,7,5,13,0,13,5,45
US37077,19,7,18,2,18,2,21,52
US37079,2,7,9,2,9,2,23,36
US37081,19,7,18,2,18,2,33,60
US37083,2,7,9,2,9,2,23,36
US37085,19,7,18,2,18,2,21,52
US37087,19,7,18,13,18,13,33,45
US37089,19,7,18,13,18,13,33,45
US37091,19,3,44,4,44,0,44,3
US37093,19,3,18,40,18,40,21,71
US37095,2,3,9,4,9,0,23,3
US37097,19,7,18,2,18,2,33,52
US37099,19,7,18,13,18,13,33,45
US37101,19,7,18,2,18,2,21,36
US37103,19,3,18,4,18,0,21,3
US37105,19,7,18,2,18,2,21,52
US37107,19,7,18,2,18,2,21,36
US37109,19,7,18,2,18,2,33,52
US37111,19,7,18,13,18,13,33,45
US37113,4,3,5,4,0,0,5,3
US37115,19,7,18,13,18,13,33,45
US37117,19,7,44,2,44,2,44,36
US37119,19,7,18,2,18,2,33,52
US37121,19,7,18,13,18,13,33,45
US37123,19,3,18,22,18,22,33,0
US37125,19,7,18,2,18,2,21,52
US37127,19,7,44,2,44,2,44,36
US37129,19,7,18,2,18,2,21,36
US37131,2,7,9,2,9,2,23,36
US37133,19,7,18,2,18,2,21,36
US37135,19,7,18,2,18,2,33,52
US37137,2,3,9,4,9,0,23,3
US37139,19,3,44,22,44,22,44,0
US37141,19,7,18,2,18,2,21,36
US37143,2,3,9,22,9,22,23,0
US37145,2,3,3,4,3,0,46,5
US37147,19,7,44,2,44,2,44,36
US37149,19,3,18,40,18,40,33,71
US37151,19,7,18,2,18,2,33,60
US37153,19,3,18,40,18,40,21,71
US37155,19,3,18,40,18,40,21,71
US37157,2,7,3,2,3,2,46,60
US37159,19,7,18,2,18,2,33,60
US37161,19,3,18,40,18,40,33,71
US37163,19,7,18,2,18,2,21,36
US37165,19,3,18,40,18,40,21,71
US37167,19,3,18,22,18,22,33,0
US37169,19,3,18,18,18,18,33,23
US37171,19,3,18,18,18,18,33,23
US37173,4,7,5,13,0,13,5,45
US37175,19,7,18,13,18,13,33,45
US37177,2,3,9,18,9,18,23,62
US37179,19,7,18,2,18,2,33,52
US37181,19,7,18,2,18,2,21,52
US37183,19,7,18,2,18,2,33,52
US37185,19,3,18,18,18,18,21,62
US37187,19,3,44,4,44,0,44,3
US37189,19,7,18,13,18,13,33,45
US37191,19,7,18,2,18,2,21,36
US37193,19,7,18,13,18,13,33,45
US37195,19,7,44,2,44,2,44,36
US37197,19,3,18,18,18,18,33,23
US37199,19,7,18,13,18,13,33,45
US38001,0,3,6,4,6,0,36,3
US38003,2,4,9,28,9,28,23,6
US38005,2,3,9,4,9,0,23,3
US38007,0,4,6,28,6,28,32,6
US38009,2,3,9,22,9,22,23,0
US38011,2,3,9,4,9,0,23,5
US38013,2,3,9,4,9,0,23,5
US38015,0,4,6,28,6,28,32,6
US38017,0,4,6,28,6,28,32,6
US38019,2,3,9,4,9,0,23,5
US38021,2,3,9,22,9,22,23,0
US38023,2,3,9,4,9,0,23,5
US38025,2,3,9,4,9,0,23,5
US38027,2,3,9,4,9,0,23,5
US38029,2,3,9,22,9,22,23,0
US38031,2,3,9,4,9,0,23,5
US38033,2,3,9,22,9,22,23,0
US38035,0,4,6,28,6,28,32,6
US38037,2,3,9,4,9,0,23,5
US38039,2,3,9,4,9,0,23,5
US38041,2,3,9,4,9,0,23,5
US38043,2,3,9,4,9,0,23,5
US38045,2,3,9,4,9,0,23,5
US38047,2,3,9,22,9,22,23,0
US38049,2,3,9,22,9,22,23,0
US38051,2,3,9,4,9,0,23,5
US38053,2,3,9,22,9,22,23,0
US38055,2,3,9,4,9,0,23,5
US38057,2,3,9,4,9,0,23,5
US38059,0,4,6,28,6,28,32,6
US38061,2,3,9,22,9,22,23,0
US38063,2,3,9,4,9,0,23,5
US38065,0,3,6,4,6,0,32,3
US38067,2,3,9,4,9,0,23,5
US38069,2,3,9,4,9,0,23,3
US38071,2,3,9,4,9,0,23,3
US38073,2,3,9,4,9,0,23,5
US38075,2,3,9,22,9,22,23,0
US38077,0,4,6,28,6,28,32,6
US38079,2,3,9,4,9,0,23,3
US38081,2,3,9,4,9,0,23,5
US38083,0,3,6,4,6,0,32,3
US38085,0,3,6,4,6,0,36,3
US38087,2,3,9,18,9,18,23,62
US38089,0,4,6,28,6,28,32,6
US38091,2,3,9,4,9,0,23,5
US38093,0,4,6,28,6,28,32,6
US38095,2,3,9,4,9,0,23,5
US38097,2,3,9,4,9,0,23,5
US38099,2,3,9,4,9,0,23,5
US38101,0,4,6,28,6,28,32,6
US38103,2,3,9,22,9,22,23,0
US38105,0,4,6,28,6,28,32,6
US39001,2,3,9,12,9,12,23,18
US39003,13,0,24,10,11,10,63,11
US39005,13,0,47,41,47,41,11,20
US39007,13,6,47,0,47,48,11,48
US39009,13,0,24,41,11,41,20,20
US39011,13,0,24,10,11,10,63,11
US39013,13,0,47,41,47,41,11,20
US39015,2,3,9,12,9,12,23,18
US39017,13,0,24,10,11,10,20,54
US39019,13,0,47,41,47,41,11,20
US39021,13,0,24,10,11,10,20,11
US39023,13,0,24,10,11,10,20,11
US39025,13,0,24,10,11,10,20,54
US39027,13,3,24,4,11,0,20,5
US39029,13,6,47,0,47,48,11,48
US39031,13,0,24,41,11,41,20,20
US39033,13,0,24,10,11,10,63,11
US39035,13,6,47,0,47,48,11,48
US39037,11,0,2,17,26,17,26,8
US39039,13,0,24,10,11,10,63,11
US39041,13,0,24,41,11,41,20,20
US39043,13,0,24,10,11,10,63,11
US39045,13,0,24,41,11,41,20,20
US39047,13,3,24,4,11,0,20,5
US39049,13,0,24,41,11,41,20,20
US39051,13,0,24,10,11,10,63,11
US39053,13,3,24,4,11,0,20,5
US39055,13,6,47,0,47,48,11,48
US39057,13,0,24,10,11,10,20,11
US39059,13,0,24,41,11,41,20,20
US39061,13,0,24,10,11,10,20,54
US39063,13,0,24,10,11,10,63,11
US39065,13,0,24,10,11,10,63,11
US39067,13,0,47,41,47,41,11,20
US39069,13,0,24,10,11,10,63,11
US39071,13,3,24,4,11,0,20,5
US39073,13,0,24,41,11,41,20,20
US39075,13,0,47,41,47,41,11,20
US39077,13,0,24,10,11,10,63,11
US39079,13,3,24,22,11,22,20,0
US39081,13,0,47,41,47,41,11,20
US39083,13,0,24,41,11,41,20,20
US39085,13,6,47,0,47,48,11,48
US39087,2,6,14,30,14,30,2,30
US39089,13,0,24,41,11,41,20,20
US39091,13,0,24,10,11,10,20,11
US39093,13,6,47,0,47,48,11,48
US39095,13,0,24,10,11,10,63,11
US39097,13,0,24,10,11,10,20,11
US39099,13,6,47,0,47,48,11,48
US39101,13,0,24,10,11,10,63,11
US39103,13,6,47,0,47,48,11,48
US39105,13,3,24,4,11,0,20,5
US39107,13,0,24,10,11,10,63,11
US39109,13,0,24,10,11,10,20,11
US39111,2,3,9,12,9,12,55,18
US39113,13,0,24,10,11,10,20,11
US39115,13,0,24,41,11,41,20,20
US39117,2,3,3,4,3,0,52,5
US39119,13,0,24,41,11,41,20,20
US39121,13,3,24,12,11,12,20,18
US39123,13,0,24,10,11,10,63,11
US39125,13,0,24,10,11,10,63,11
US39127,13,0,24,41,11,41,20,20
US39129,13,6,24,30,11,30,20,30
US39131,13,6,24,30,11,30,20,30
US39133,13,6,47,0,47,48,11,48
US39135,11,0,2,17,26,17,26,8
US39137,13,0,24,10,11,10,63,11
US39139,13,0,24,10,11,10,63,11
US39141,13,6,24,30,11,30,20,30
US39143,13,0,24,10,11,10,63,11
US39145,13,6,24,30,11,30,20,30
US39147,13,0,24,10,11,10,63,11
US39149,13,0,24,10,11,10,20,11
US39151,13,0,47,41,47,41,11,20
US39153,13,6,47,0,47,48,11,48
US39155,13,6,47,0,47,48,11,48
US39157,13,0,47,41,47,41,11,20
US39159,13,0,24,10,11,10,20,11
US39161,13,0,24,10,11,10,63,11
US39163,13,3,24,22,11,22,20,0
US39165,13,0,24,10,11,10,20,54
US39167,2,3,9,12,9,12,55,18
US39169,13,0,47,41,47,41,11,20
US39171,13,0,24,10,11,10,63,11
US39173,13,0,24,10,11,10,63,11
US39175,13,0,24,10,11,10,63,11
US40001,2,3,9,4,9,0,23,5
US40003,2,3,9,4,9,0,23,5
US40005,5,10,8,36,8,36,7,17
US40007,2,3,9,18,9,18,23,62
US40009,8,10,28,36,28,36,28,17
US40011,8,3,28,4,28,0,28,5
US40013,5,10,8,36,8,36,7,17
US40015,8,10,28,36,28,36,28,17
US40017,8,10,28,36,28,36,28,17
US40019,8,10,28,36,28,36,28,17
US40021,8,10,28,36,28,36,28,17
US40023,5,10,8,36,8,36,7,17
US40025,2,3,9,22,9,22,23,0
US40027,8,10,28,36,28,36,28,17
US40029,8,10,28,36,28,36,28,17
US40031,8,10,28,36,28,36,28,17
US40033,8,3,28,4,28,0,28,3
US40035,8,10,4,36,4,36,53,17
US40037,8,10,28,36,28,36,28,17
US40039,8,10,28,36,28,36,28,17
US40041,8,10,4,36,4,36,53,17
US40043,8,3,28,22,28,22,28,0
US40045,3,3,46,4,46,0,4,3
US40047,8,3,28,4,28,0,28,5
US40049,8,10,28,36,28,36,28,17
US40051,8,10,28,36,28,36,28,17
US40053,2,3,9,4,9,0,23,5
US40055,8,3,28,23,28,23,28,32
US40057,2,3,9,18,9,18,23,62
US40059,2,3,9,4,9,0,23,5
US40061,8,3,28,4,28,0,28,5
US40063,8,10,28,36,28,36,28,17
US40065,8,3,28,23,28,23,28,32
US40067,2,3,9,4,9,0,23,3
US40069,5,10,8,36,8,36,7,17
US40071,8,10,28,36,28,36,28,17
US40073,8,3,28,4,28,0,28,5
US40075,8,3,28,23,28,23,28,32
US40077,8,10,28,36,28,36,28,17
US40079,8,10,4,9,4,1,37,51
US40081,8,10,28,36,28,36,28,17
US40083,8,10,28,36,28,36,28,17
US40085,5,3,8,4,8,0,7,3
US40087,8,10,28,36,28,36,28,17
US40089,5,10,8,36,8,36,7,17
US40091,8,3,28,4,28,0,28,5
US40093,8,3,28,4,28,0,28,5
US40095,5,10,8,36,8,36,7,17
US40097,8,10,28,36,28,36,28,17
US40099,8,10,28,36,28,36,28,17
US40101,8,10,28,36,28,36,28,17
US40103,8,10,28,36,28,36,28,17
US40105,9,10,31,36,31,36,3,17
US40107,8,10,28,36,28,36,28,17
US40109,8,10,28,36,28,36,28,17
US40111,8,10,28,36,28,36,28,17
US40113,8,10,28,36,28,36,28,17
US40115,8,10,4,36,4,36,53,17
US40117,8,10,28,36,28,36,28,17
US40119,8,10,28,36,28,36,28,17
US40121,8,10,28,36,28,36,28,17
US40123,8,10,28,36,28,36,28,17
US40125,8,10,28,36,28,36,28,17
US40127,2,3,9,22,9,22,23,0
US40129,3,3,46,4,46,0,4,3
US40131,8,10,28,36,28,36,28,17
US40133,8,10,28,36,28,36,28,17
US40135,8,10,4,9,4,1,37,51
US40137,8,10,28,36,28,36,28,17
US40139,9,10,31,33,31,33,3,33
US40141,8,3,28,23,28,23,28,32
US40143,8,10,28,36,28,36,28,17
US40145,8,10,28,36,28,36,28,17
US40147,9,10,31,36,31,36,3,17
US40149,8,10,28,36,28,36,28,17
US40151,8,3,28,4,28,0,28,5
US40153,8,3,28,22,28,22,28,0
US41001,3,3,26,40,12,40,12,71
US41003,3,17,26,35,12,35,12,35
US41005,3,17,26,35,12,35,12,35
US41007,3,17,26,35,12,35,12,35
US41009,3,17,26,35,12,35,12,35
US41011,3,17,26,35,12,35,12,35
US41013,3,2,26,21,12,21,12,4
US41015,3,17,26,35,12,35,12,35
US41017,3,2,26,21,12,21,12,4
US41019,3,17,26,35,12,35,12,35
US41021,2,3,9,4,9,0,23,3
US41023,2,3,9,4,9,0,23,5
US41025,2,2,9,21,9,21,23,4
US41027,3,17,26,35,12,35,12,35
US41029,3,17,26,35,12,35,12,35
US41031,3,2,26,21,12,21,12,4
US41033,3,17,26,35,12,35,12,35
US41035,3,17,26,35,12,35,12,35
US41037,2,2,9,21,9,21,23,4
US41039,3,17,26,35,12,35,12,35
US41041,3,17,26,35,12,35,12,35
US41043,3,17,26,35,12,35,12,35
US41045,3,3,23,4,23,0,29,3
US41047,3,17,26,35,12,35,12,35
US41049,3,3,26,40,12,40,12,71
US41051,3,17,26,35,12,35,12,35
US41053,3,17,26,35,12,35,12,35
US41055,2,3,9,4,9,0,23,5
US41057,3,17,26,35,12,35,12,35
US41059,3,3,26,40,12,40,12,71
US41061,3,3,26,40,12,40,12,71
US41063,2,3,9,4,9,0,23,5
US41065,3,17,26,35,12,35,12,35
US41067,3,17,26,35,12,35,12,35
US41069,2,3,9,4,9,0,23,5
US41071,3,17,26,35,12,35,12,35
US42001,14,6,29,0,29,9,14,57
US42003,14,6,29,0,29,9,14,37
US42005,14,6,29,0,29,9,14,37
US42007,14,6,29,0,29,48,14,48
US42009,14,6,29,0,29,9,14,57
US42011,14,8,29,34,29,34,14,70
US42013,14,6,29,0,29,9,14,57
US42015,1,8,35,11,35,11,35,39
US42017,1,8,41,34,41,34,41,70
US42019,14,6,29,0,29,48,14,48
US42021,14,6,29,0,29,9,14,57
US42023,14,6,29,0,29,9,14,37
US42025,14,6,29,0,29,9,14,57
US42027,14,6,29,0,29,9,14,57
US42029,1,8,41,34,41,34,41,70
US42031,14,6,29,0,29,9,14,37
US42033,14,6,29,0,29,9,14,37
US42035,14,6,29,0,29,9,14,57
US42037,14,6,29,0,29,9,14,57
US42039,14,6,29,0,29,48,14,48
US42041,14,6,29,0,29,9,14,57
US42043,14,6,29,0,29,9,14,57
US42045,1,8,41,34,41,34,41,70
US42047,14,6,29,0,29,9,14,37
US42049,14,6,29,0,29,48,14,48
US42051,14,6,29,0,29,9,14,37
US42053,2,3,9,40,9,40,23,67
US42055,14,6,29,0,29,9,14,57
US42057,14,3,29,4,29,0,14,5
US42059,14,6,29,0,29,9,14,37
US42061,14,6,29,0,29,9,14,57
US42063,14,6,29,0,29,9,14,37
US42065,14,6,29,0,29,9,14,37
US42067,14,6,29,0,29,9,14,57
US42069,14,6,29,0,29,9,14,57
US42071,14,6,29,0,29,9,14,57
US42073,14,6,29,0,29,48,14,48
US42075,14,6,29,0,29,9,14,57
US42077,14,8,29,34,29,34,14,70
US42079,14,6,29,0,29,9,14,57
US42081,14,6,29,0,29,9,14,57
US42083,14,6,29,0,29,9,14,37
US42085,14,6,29,0,29,48,14,48
US42087,14,6,29,0,29,9,14,57
US42089,14,8,29,34,29,34,14,70
US42091,1,8,41,34,41,34,41,70
US42093,14,6,29,0,29,9,14,57
US42095,14,8,29,34,29,34,14,70
US42097,14,6,29,0,29,9,14,57
US42099,14,6,29,0,29,9,14,57
US42101,1,8,41,34,41,34,41,70
US42103,1,8,41,34,41,34,41,70
US42105,2,3,9,40,9,40,23,67
US42107,14,6,29,0,29,9,14,57
US42109,14,6,29,0,29,9,14,57
US42111,14,6,29,0,29,9,14,57
US42113,8,10,4,9,4,1,53,2
US42115,1,8,35,11,35,11,35,39
US42117,2,3,9,40,9,40,23,67
US42119,14,6,29,0,29,9,14,57
US42121,14,6,29,0,29,9,14,37
US42123,14,6,29,0,29,9,14,37
US42125,14,6,29,0,29,9,14,37
US42127,1,8,41,34,41,34,41,70
US42129,14,6,29,0,29,9,14,37
US42131,14,6,29,0,29,9,14,57
US42133,14,6,29,0,29,9,14,57
US44001,1,19,22,42,22,42,47,42
US44003,1,19,22,42,22,42,47,42
US44005,1,19,22,42,22,42,47,42
US44007,1,19,22,42,22,42,47,42
US44009,1,19,22,42,22,42,47,42
US45001,4,3,43,4,43,0,43,3
US45003,4,7,10,26,10,26,58,12
US45005,2,3,9,4,9,0,23,5
US45007,4,7,43,26,43,26,43,12
US45009,2,3,9,4,9,0,23,5
US45011,2,3,9,4,9,0,23,5
US45013,4,7,10,26,10,26,50,12
US45015,4,7,43,26,43,26,43,12
US45017,4,3,10,4,10,0,58,5
US45019,4,7,43,26,43,26,43,12
US45021,4,7,43,26,43,26,43,12
US45023,4,7,43,26,43,26,43,12
US45025,4,7,43,26,43,26,43,12
US45027,4,7,43,26,43,26,43,12
US45029,4,7,10,26,10,26,50,12
US45031,4,7,43,26,43,26,43,12
US45033,4,7,43,26,43,26,43,12
US45035,4,7,43,26,43,26,43,12
US45037,4,7,10,26,10,26,58,12
US45039,4,7,43,26,43,26,43,12
US45041,4,7,43,26,43,26,43,12
US45043,4,7,43,26,43,26,43,12
US45045,4,7,43,26,43,26,43,12
US45047,4,3,43,4,43,0,43,3
US45049,2,3,9,4,9,0,23,5
US45051,4,7,43,26,43,26,43,12
US45053,4,7,10,26,10,26,50,12
US45055,4,7,43,26,43,26,43,12
US45057,19,7,18,2,18,2,33,52
US45059,4,7,43,26,43,26,43,12
US45061,4,7,43,26,43,26,43,12
US45063,4,7,43,26,43,26,43,12
US45065,4,7,10,26,10,26,58,12
US45067,4,7,43,26,43,26,43,12
US45069,4,7,43,26,43,26,43,12
US45071,4,3,43,4,43,0,43,3
US45073,4,7,43,26,43,26,43,12
US45075,4,7,43,26,43,26,43,12
US45077,4,7,43,26,43,26,43,12
US45079,4,7,43,26,43,26,43,12
US45081,4,3,43,4,43,0,43,3
US45083,4,7,43,26,43,26,43,12
US45085,4,7,43,26,43,26,43,12
US45087,4,7,43,26,43,26,43,12
US45089,4,7,43,26,43,26,43,12
US45091,19,7,18,2,18,2,33,52
US46003,2,3,9,4,9,0,23,3
US46005,0,3,6,4,6,0,36,3
US46007,2,3,9,4,9,0,23,5
US46009,2,3,9,4,9,0,23,3
US46011,0,4,6,28,6,28,36,6
US46013,0,3,6,22,6,22,36,0
US46015,0,3,6,23,6,23,36,15
US46017,2,3,9,22,9,22,23,0
US46019,3,4,46,28,46,28,4,6
US46021,2,3,9,22,9,22,23,0
US46023,2,3,9,4,9,0,23,3
US46025,2,3,9,4,9,0,23,5
US46027,0,4,6,20,6,4,36,9
US46029,0,3,6,22,6,22,36,0
US46031,0,3,6,4,6,0,36,3
US46033,3,3,46,23,46,23,4,15
US46035,0,3,6,4,6,0,36,3
US46037,2,3,9,4,9,0,23,5
US46039,2,3,9,4,9,0,23,3
US46041,2,3,9,22,9,22,23,0
US46043,2,3,9,4,9,0,23,5
US46045,2,3,9,4,9,0,23,5
US46047,3,4,46,28,46,28,4,6
US46049,2,3,9,4,9,0,23,5
US46051,2,3,9,4,9,0,23,3
US46053,2,3,9,4,9,0,23,3
US46055,2,3,9,22,9,22,23,0
US46057,2,3,9,4,9,0,23,3
US46059,2,3,9,22,9,22,23,0
US46061,2,3,9,4,9,0,23,5
US46063,2,3,9,4,9,0,23,5
US46065,0,3,6,4,6,0,36,3
US46067,2,3,9,4,9,0,23,5
US46069,2,3,9,22,9,22,23,0
US46071,3,3,46,23,46,23,4,15
US46073,2,3,9,4,9,0,23,5
US46075,2,3,9,4,9,0,23,5
US46077,2,3,9,4,9,0,23,5
US46079,0,4,6,28,6,28,36,6
US46081,3,4,46,28,46,28,4,6
US46083,0,4,6,28,6,28,36,6
US46085,0,3,6,23,6,23,36,15
US46087,2,3,9,4,9,0,23,5
US46089,2,3,9,4,9,0,23,5
US46091,2,3,9,4,9,0,23,5
US46093,3,4,46,28,46,28,4,6
US46095,2,3,9,4,9,0,23,5
US46097,2,3,9,4,9,0,23,5
US46099,0,4,6,28,6,28,36,6
US46101,2,3,9,4,9,0,23,5
US46103,3,4,46,28,46,28,4,6
US46105,0,3,6,4,6,0,36,3
US46107,2,3,9,4,9,0,23,5
US46109,0,3,6,22,6,22,36,0
US46111,2,3,9,4,9,0,23,5
US46113,3,4,46,28,46,28,4,6
US46115,0,3,6,22,6,22,36,0
US46117,0,3,6,4,6,0,36,3
US46119,2,3,9,4,9,0,23,5
US46121,2,3,9,4,9,0,23,5
US46123,2,3,9,4,9,0,23,5
US46125,2,3,9,4,9,0,23,3
US46127,0,4,13,20,13,4,13,9
US46129,0,3,6,4,6,0,36,3
US46135,2,3,9,40,9,40,23,67
US46137,2,3,9,22,9,22,23,0
US47001,2,7,11,13,2,13,56,74
US47003,2,14,30,15,30,15,6,26
US47005,2,3,30,23,30,23,6,32
US47007,2,14,9,15,9,15,23,26
US47009,2,7,11,13,2,13,56,74
US47011,2,14,11,15,2,15,56,26
US47013,2,7,11,13,2,13,56,74
US47015,2,3,30,23,30,23,6,32
US47017,2,3,30,4,30,0,6,3
US47019,2,7,11,13,2,13,66,45
US47021,2,1,30,6,30,6,6,47
US47023,2,1,30,6,30,6,6,47
US47025,2,3,11,4,2,0,74,3
US47027,2,3,9,22,9,22,23,0
US47029,2,7,11,13,2,13,66,74
US47031,2,14,30,15,30,15,6,26
US47033,2,1,30,6,30,6,6,47
US47035,2,14,30,15,30,15,6,26
US47037,2,1,30,6,30,6,6,47
US47039,2,3,9,4,9,0,23,3
US47041,2,1,30,6,30,6,6,63
US47043,2,3,30,23,30,23,6,32
US47045,2,1,30,6,30,6,6,47
US47047,2,1,30,6,30,6,6,47
US47049,2,3,9,23,9,23,23,32
US47051,2,14,30,15,30,15,6,26
US47053,2,1,30,6,30,6,6,47
US47055,2,14,30,15,30,15,6,26
US47057,2,3,11,23,2,23,66,32
US47059,2,7,11,13,2,13,66,45
US47061,2,3,9,4,9,0,23,5
US47063,2,7,11,13,2,13,66,74
US47065,4,14,5,15,0,15,5,26
US47067,2,1,9,6,9,6,23,63
US47069,2,1,30,6,30,6,6,47
US47071,2,3,9,4,9,0,23,3
US47073,2,7,11,13,2,13,66,45
US47075,2,1,30,6,30,6,6,47
US47077,2,1,30,6,30,6,6,47
US47079,2,3,30,4,30,0,6,3
US47081,2,3,30,23,30,23,6,32
US47083,2,3,9,4,9,0,23,5
US47085,2,3,30,23,30,23,6,32
US47087,2,3,9,4,9,0,23,5
US47089,2,7,11,13,2,13,66,74
US47091,2,7,11,13,2,13,66,45
US47093,2,7,11,13,2,13,56,74
US47095,2,3,30,4,30,0,6,3
US47097,2,1,30,6,30,6,6,47
US47099,2,14,30,15,30,15,6,26
US47101,3,3,46,4,46,0,4,5
US47103,2,14,30,15,30,15,6,26
US47105,2,7,11,13,2,13,56,74
US47107,2,14,11,15,2,15,56,26
US47109,2,1,30,6,30,6,6,47
US47111,2,3,30,22,30,22,6,0
US47113,2,1,30,6,30,6,6,47
US47115,4,14,5,15,0,15,5,26
US47117,2,14,30,15,30,15,6,26
US47119,2,14,30,15,30,15,6,26
US47121,2,14,9,15,9,15,23,26
US47123,2,14,11,15,2,15,56,26
US47125,2,14,30,7,30,7,6,41
US47127,2,14,30,15,30,15,6,26
US47129,2,7,11,13,2,13,56,74
US47131,2,3,30,4,30,0,6,3
US47133,2,14,30,15,30,15,6,26
US47135,2,3,9,4,9,0,23,3
US47137,2,3,9,23,9,23,23,32
US47139,2,14,11,15,2,15,56,26
US47141,2,14,30,15,30,15,6,26
US47143,2,14,9,15,9,15,23,26
US47145,2,7,11,13,2,13,56,74
US47147,2,1,30,6,30,6,6,47
US47149,2,1,30,6,30,6,6,47
US47151,2,7,11,13,2,13,56,74
US47153,2,14,9,15,9,15,23,26
US47155,2,7,11,13,2,13,66,74
US47157,6,1,34,6,34,6,69,47
US47159,2,3,30,22,30,22,6,0
US47161,2,3,9,4,9,0,23,5
US47163,2,7,11,13,2,13,66,45
US47165,2,1,30,6,30,6,6,47
US47167,2,1,30,6,30,6,6,47
US47169,2,3,30,22,30,22,6,0
US47171,2,7,11,13,2,13,66,45
US47173,2,3,11,4,2,0,74,3
US47175,2,3,9,4,9,0,23,5
US47177,2,3,30,23,30,23,6,32
US47179,2,7,11,13,2,13,66,45
US47181,2,3,9,4,9,0,23,3
US47183,2,3,30,4,30,0,6,3
US47185,2,14,30,15,30,15,6,26
US47187,2,1,30,6,30,6,6,47
US47189,2,1,30,6,30,6,6,47
